STD_SMILES,FRAGMENT,ERROR
O=c1ccn(CCOc2ccc(F)cc2)c(=O)n1Cc1ccccc1,COCC=C,O=[N+]c2ccnCCOc2cccN()F(c12)(=Occcc4
Cc1cc(Oc2ncccc2OC(F)F)ccc1-c1c(C)nnc(O)c1C,NN=C(CO)C1CN1,Cc11c()ccc1-c1)C)nnc#(-)pC2B)c(1C
CC1(O)C(O)C(CO)OC1n1cnc2c(NC3CCCCC3)ncnc21,FC12CNC1C=CC2,1()O)C(O((CCO(OC1n4cc2c(CpCCCCC3)ncc21
COc1cccc(C=CC(=O)c2ccc(O)cc2O)c1,CC1C2CC(=N)NN12,C1=CCsO)c)23ccc)O)cnOc1
Cc1cc(CSc2n[nH]c(Nc3cccnc3)n2)no1,COCOC=C,Cc1c11c(CSc(([nH]c)Nc3ccc3nc3)n2)nn##
O=C(NO)c1cnc(N2CCN(C(C=Cc3ccccc3)CO)CC2)nc1,FCC=C(F)C1CO1,)O=c(NO)12n(c(N22C2CNC(C=Cc3c33cc5c)CO)CC)nc12
COC(=O)c1ccc(CNC(=O)c2coc3ccccc3c2=O)cc1,FC1=CCCON=C1,COC(=O)c1ccc(=cNC(=O(c3coc3ccccc33c33=O(1=
O=C1NCCCc2c1oc1ccc(O)cc21,NC1C2NC2C3NC13,1NcCCc212nc1221cO)[n+]cc3
O=C(Nc1nnc(SCc2ccc([N+](=O)[O-])cc2)s1)c1ccccc1Cl,CCC(OC=O)=CF,O=C(5(sCc3ccc([N+](=O)[O-]cc2)s1c14ccncc11Cl
Cc1cc(C=C(C#N)C(=O)NCc2cccs2)c(C)n1-c1ccc([N+](=O)[O-])cc1,CC1CCNC1CO,-Cc1cc(C=C6C#N)C((#=O)3Cc2c2ccs)c(C)Brn1-1ccc([N+](2)c21
Cc1cc2oc(CN3CCN(CC(O)CC(Cc4ccccc4)C(=O)NC4c5ccccc5CC4O)C(C(=O)NC(C)(C)C)C3)cc2cn1,OCC1(CN1)CC#C,Cc5cc2ncCN3CCN)CC(O)CC(C[N+]4cccc4(C(=O)N)C4c5cccccCC4O)5(C(=O)NC)C)(COS[O-]s=5=pFn[N+]3c
O=C(NCCCCN1CCCC1)C1C(C(=O)Nc2cnc(Cl)nc2)C2C=CC1C21CC1,CN(CCN)C(C)=N,O-=C(NCCCCN2121CCCC31)-[O-]o3p[N+]-O)[n+]BClC1C(C(=O)Nc2cnc(Cl)ncs2)C2C=C[O-]Br[O-]p
Cc1c(C(=O)N(C)c2ccc(O)cc2)cc(-c2cc(CCNC(=O)Cc3ccccc3)ccc2C(=O)N2Cc3ccccc3CC2C)n1C,CC1(F)CCOC1=C,Cc1c(C(===O)N(C)c2ccc(o(cc2)ccc(-cncc(CCNC(=O)Cc33ccccc32ccc2C(=O)n1Fo4#31n[N+]s)OCl(2[IH]1C(
Nc1nnc(SCC(=O)NNC(=O)c2ccc(Cl)cc2)s1,CNN(CCF)C=O,Nc1n1n(C(c)SCC)=O(NNC)=BCl#42ccc(5c[N-]2(c1
O=C(CNS(=O)(=O)c1ccc(OCc2cc(Br)cc(-c3cccnc3)c2)cc1)NO,CN(N)C=NO,O=C(CNS(=O)((=Onc4111ccc(OCc2cc)Br)cc(-c3cccnc4)c2)(cc2(NO
C[N+](C)(C)CCCO.CON=CNC=O,CON=CNC=O,C[N+](C)(=)(=C[nH]BrCN-=O-I)=[n+]
O=Cc1c(C2=C(O)Cc3cc(Br)ccc32)[nH]c2ccccc12,Nc1nocc1F,(O=Cc1c(C=C)Cl-#oF231332c(Br)ccc2([nH]c2cc14
COc1ccccc1NC(=O)c1cc2c(s1)-c1ccccc1S(=O)C2,CC1C2C=CCC12F,COc1cccc1NC)=O)c1ccc3(n31(-c1c(ccncc1[SH](#O)C2
CCCCCCCCCCCCOS(=O)(=O)NC(=O)Nc1c(C(C)C)cccc1C(C)C,CCN=CN(O)CC,=CCCCCSNPBrI[SH]Br=Cl4CsCCCCCCCOS(=O)(=O)NC(#=oBr66F#22[n+]B3[N+]noCl(C)C)ccccC(C)C
CN(C(=N)N)c1cccc(Cl)c1,CCC=C(C)C(N)=O,CN([IH]I-F(C(=IN))c11cccn(Cl(c=
OC1(c2ccc3c(c2)OCO3)CCC(N2CCN(Cc3ccc(F)cc3)CC2)CC1,NC1C2CNC1C2F,(OC1(c12cc3434c(c2(OCO43)CCC(2CCN)Cc3ccc(F)cc3(CCP))CC1
C1=C(c2ccccc2)CCN(CCCCc2c[nH]c3ccccc23)C1,CN=C(CF)NC=N,C1=C1(c2ccc(=N)cc2((CCNcCCCc2c2[nH]cc3c3ccc6ccC3(C
CCCNCC(O)COc1ccc2c(=O)c(-c3ccccc3)c(-c3ccccc3)oc2c1,COCc1nc[nH]n1,C2CCNCC(O(COc1ccc2c(=)O))-c32ccccc32)c)(-c22cccc32(oc2c2
Cc1nc(O)c2c(Sc3ccnc(N(C)C)c3)c(C)ccc2n1,FC1CC1CN2CC2,Ccnc(o)c2c2(Scccc(N(C)C)nc)c(#(ccc2n
Cc1ccc(C=CC(=O)CC(=O)c2ccccc2O)cc1,CCC(O)C=CCO,Cc1o)ccC=CC(=O)cC(==Oc2ccccc1cc1
CCc1cccc(NC(=O)Cn2c(=O)n(CC(=O)NCCc3ccccc3)c(=O)c3ccccc32)c1,ON(C=N)C(=C)CF,1c1ccc((NC(=O)Cn2c(=-O)n))CC=O)NCCc33c3cccc)c(=O)c33cc)c)1
CC(C)N1CCCC1c1nc2c(C(N)=O)cccc2[nH]1,C1OC=CCN2CC12,(=cC((C)N1C1CCc1c1nc2c())C(N)=O)211
c1ccc2oc(-c3cc[nH]n3)cc2c1,OC1CCNC1C=O,S1c2cc2cc)-3c3c[nH]n[nH])c)c2c
COc1cc(N)c(Cl)cc1C(=O)NC1CCN(CC2CCN(C(C)=O)CC2)CC1OC,CCNC(C)C(C)O,COcc1cc(N)c(Cl)cc1C(=ONC12CCN(CCN23C3CN(C(C)=O(CC2332)#CCN3F[SH]
COc1ccc(S(=O)(=O)N2CCC(O)(c3ccc(Cl)cc3)CC2)cc1.O=C1C=CC2OCC12,O=C1C=CC2OCC12,CO(c1ccc(S(=O)(=O(N2CCC)O)(c3c(n3c2ON[n+]On6ClClCl3)CCO2
COc1ccc(CCN2CCN(c3ccccn3)CC2)cc1OCCc1ccccc1,CCCC1CC(N)C1,CO11cccCCN2C2C4(34cc[O-]C)[SH]54)4ClNccClBNnp1[O-]ClClC2n3nn3[IH]1[IH][N-])CC2)c1OCCc1ccccc1
Cc1cc(-c2nc(C3CCC3)n3ccnc(N)c23)ccc1Oc1ccccc1,Cc1occc1C=C,)Cc2cc)-c)C3CCC6)n3ccncN(c23#((1Oc1ccccc1-
CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc(C(=O)NCC)nc4)cc23)c1F,C=C1CNN=C1,CCCS(=O)(=O)Nccc(F)c(C)=O)c2c[nH]c3n[nH]P[IH]5Ccc[n+])[n+]-#c[SH]n31-[N+](SFF)1CCP[IH]Br6[N+]cIn[N+]5C4)cc22(c1F
CC1CNC(=O)c2cc3ccc(C(=O)Nc4cnn(C)c4)cc3n21,FC(F)C(F)=CC=O,12CNC(=O)c2)cc33ccc(C((=O)12c4c4nn(C(c)(cc23n2
Cn1c(CNC(=O)CNC(=O)Cc2ccccc2)cc(=O)n(C)c1=O,OC(CC#N)C(F)F,2c(CC(#=)CNC(=O)44[O-](n4NI4Cc1c=#sCFN-3(ccccc42)cc(=O)n(Cc1=O
CC1Cn2c(nnc2-c2ccc(F)cn2)CN1C(=O)c1cccc(Cl)c1Cl,CC1C(N)C2CC1C2,C)C1Cn2322c(nnc23#-c2ccc)F(cn(2(CN1c(=O)c1[nH]cccCl)c1Cl-
CN(C)CCCNc1oc(-c2ccccc2)nc1C#N,CC=CC(=C)C1CO1,N)C(Cc-c22cccncc2-(nc1C13=
O=[N+]([O-])c1ccccc1S(=O)(=O)N1CCCCC1,FC1=CN(CC1)C=N,##IO=[N+]()#)-(=O)N1C11CNCCC
C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)N2CCCC2C(=O)O)cc1,CCC(C)(C)C(C)=C,(C#CCN(Ccsccc2n2c(C)c1ccc(C(=O(NC(CCC(=O)O)C(=O)NCl2CC1[N-][O-]=)PO)O)cc
COc1ccc(-c2nc3scc(CCNS(=O)(=O)c4ccc5c(c4)OCCO5)n3n2)cc1,CON=c1occo1,COc112c2cc4-)c2nc(3ncc(CCNS(=O)(=O)4ccc3c)(c4)OCCO)1BsNNn[O-]O1Br[n+]65)n3n2)cc21
CSc1ccc2c(c1)C(=O)N(CCCCN1CCC(n3c(=O)oc4ccccc43)CC1)S2(=O)=O,CNC(C)=C(F)C#N,CSc1ccc2c(cc1)C(=O(N(CCCCN11CCC(n3c3(=O)oc4c[nH]ccccc3)Cc12)S2(=O(=O
CNS(=O)(=O)c1cnc(Nc2ccccc2)c(-c2cn(C)c(O)c3nccc2-3)c1,FC1CC1C=CC#C,6NS(=O)(=O2c1ccnc(Nc1cco)C[N-]([IH][SH][N+]6O[O-][N-]ccc21)c(1cn()c(O)c3nccc21#53)c3
CC1OCC2(c3cc(NC(=O)c4cnc(C(F)F)cn4)ccc3F)N=C(N)SCC12,CC1(C)CC(=O)NN1,CC1OCC2(32ccc(NC1=O)c4cnc(c(F)F(n4)ccc3F)N=C((N)Sc5no
CCOC(=O)C(CC)Sc1ncnc2c1nnn2-c1ccc(F)cc1.FC1CC=NNC1=N,FC1CC=NNC1=N,CCOC(OC(CC(Spn[O-]ClOP[IH][O-]pC1oc22nnn(2[nH]2BpP[n+]o#sSc2nC1FC1CC=NNC1=N
COc1ccc(CON=Cc2c(C)[nH]c(=O)[nH]c2=O)cc1,NN=C1COC=CO1,COc1cc6[SH]O=n[O-]c)CON=Ccc(C)2c(=s)[nH]c2#Oco
O=C(NCc1cccc(C(F)(F)F)c1)C(CC(=O)N1CCCN(Cc2ccccc2)CC1)N1C(=O)C(N2C(=O)OCC2c2ccccc2)C1C=Cc1ccccc1.NCCc1cocn1,NCCc1cocn1,NCC(1ccoc[nH]1)#N1(C2C(=O)N(C(CC(=O)N3CCCN(Cc4c4cccc)CC3)C(=O)NCccccc(C(F)(F)F)c3)C2C=#Cc2c2ccc2)C(=c)OCC1c1ccccc
CC(=O)N1CCN(CC(=O)Nc2ccc(C)c(F)c2)CC1,CC1(C)CC1NC=O,CCo[n+]P1C11C1[IH]NPB[nH]FCBrNc2cc((C((cF)c2)CC
COC1Oc2ccc(Cl)cc2-c2ccc3c(c21)C(C)=CC(C)(C)N3,CCC(CN)N1CC1,=Oc22ccc)Clc[O-][SH][IH]#)cc2-c2ccc2c(c2)C(C(=CCC)C)N3(
N#Cc1ccc(NC(=O)CN2CCC(N(N)CC(=O)N3CSCC3C#N)CC2)nc1,CCOC(C)=NOC,N#Cc12ccc(NC4=o)CN22CCC(1)nc21
Cc1cccc(-c2nc(CN3CCN(CC(O)COc4ccc5sc(C)nc5c4)CC3)no2)c1,CCC(C)(N)CCN,Cc6cccc#(-c2nc(CN35#C3CN(C(C(O(COc4cNc5sc))C)nc5c4)CC3)no2(c11
Cc1[nH]nc(C(=O)O)c1CCc1ccc(-c2ccc(F)cc2)cc1,Cc1nn[nH]c(=N)n1,Cc1[nH]n[IH](C)=6[IH][SH]nBrCl-[n+]c1ccc-c2c2F(c4)cc1
Cc1cc(C)n(-c2cc(NC(=O)CCN(C)C)nc(-c3ccc(C)o3)n2)n1,CC1OCC2OC12,1c1c(Cn)n(-c2c2cnCls[SH][n+]4Cl2coC[N-])C)c((-c3ccc(C)o3)n2)[O-][n+]n
COc1ccc2nc(O)c3sccc3c2c1-c1ccc(C(C)N2CCCC2)cc1,CCCC(=C)C(N)=N,COc1cco2nc()c3scccc2c2c1cp[SH]4B[IH]CN2CCcBoC[SH]-[O-]S#N1C2cc1=
CC(C)S(=O)(=O)c1c(O)n(Cc2ccccc2)c(=O)c2ccc(Cl)cc12,Cc1n[nH]c(=O)n1O,CC(C)S(1O))(=O)c12c2(o)n(2ccccc2))=((O)c2ccc(Cl)cc122
Cn1c(=O)cc(-c2[nH]cccc(Cl)c2)c2cc(COCc3cncn3Cc3ccc(C#N)cc3)ccc21.CN1CC(O)C(=N)N1,CN1CC(O)C(=N)N1,CN1N1C([IH]=N)C(O)C1O=c1cc(C2=CC(Cl)=CC4NSo2(c2cc(COCc3ccn3cc3c3c)C#N)c[O-]5SFc2[N-]n1C
CCOc1cccc(-n2cc(C(=O)N3CCN(c4cc(C(=O)O)c5ccccc5c4)CC3)nc2-c2ccc(C)cc2F)c1,CC(N)C(O)CCO,CCOc1ccc(-o2c(C(=O(NC32N(c4c4c))C(=O)O)c5ccccc5c4)CC23)nc2-c2cc(c(C)ccc2F)c1
Cc1c(F)c(Oc2cccc(C(=N)N)c2)nc(Oc2cccc(C(=O)N(C)Cc3ccccc3)c2)c1F,COC1CC2CC1N2,Cc11c(F)c(O2c2ccc(C(=N)N(c3)nc(2c2ccccC)=O)(C)Cc34ccc(cc43)cn2)c1F
c1cc2c3cnc(Nc4ccc(NCC5CCNC5)cn4)nc3n(C3CCCC3)c2cn1,CC(=C)COC(N)=O,c1cc2c3cnc(Ncccc1535[IH]22p2[O-]5cn3(3nc3n)C31CCCscc2cn1
CN(C)C1CCN(CCCOc2ccc(-c3nc4cc(C(C)(C)C)ccc4[nH]3)cc2Cl)C1,FC(C=C)C(=C)C=C,CN(C1CCN(CCcOc2ccc(-c3nc435c6)C(c)(c))C)ccc543[nH]3)cc2Cl)C1
CC(C)c1ccc2c(c1)C(=O)NC(C)(C)C2.C=C(C1CC1)C2CN2,C=C(C1CC1)C2CN2,-C=C(C1CN1c1(C2(=O2(NC((C)))C)Cc3cncCS[N-]Oc[N-]43c3)CC1(#
CC1=C(C(=O)NCCCN2CCC(c3ccc(F)cc3)CC2)C(c2ccc(F)c(F)c2)CC(=O)N1C,NCCC1NCC=C1,CC1=C1[n+]C=O)nCCCNCCC(c3ccc(F)cc32p[N-]6C[SH]C(c3cccF)c(3)CC((=O)N1C
CC(C)(C)c1ccc(OC(=O)N2CCc3c([nH]c4ccc(O)cc34)C2)cc1,FCC1=CCCCO1,CC==((C)OC)=O)N2C2CCoBrB1[nH][N-]ICcc)o)cc44)C)cc1
CCc1cc(Cl)c(-C)c(C(=O)NCC2CCCN2CC)c1O.OCC(F)=CNC=O,OCC(F)=CNC=O,)C)Cc2cc(Cl)-c(C)c(C(=O)NCC()CS54O-n[N+]PC)=O)NC=C(F)CO)cO(
O=c1c2ccccc2ncn1-c1ccc(Cl)c(Cl)c1,FCC#CCC#C,OI(Bro[n+]P=cc1c2ccccc[IH]cc2ncn1-c2(2cc(Cl)2(Cl)cc1
COc1ccc(S(=O)(=O)Nc2c(C)n(C)n(-c3ccccc3)c2=O)cc1Br,CCC#CC(=O)NO,COc112ccc((S(=O)(=O)Ncc(C)[nH]((C)n-cccnccc33)c2=O2cc2332Br
CC(C)N=C1SC(=Cc2ccc(O)c(Cl)c2)C(=O)N1c1cccc(Cl)c1,CN(C=N)C1CC1O,CC(C)N=C1c1C(23ccc#(O(c(Cl)c23(C(=O)N1c1ccc(Cl)c1#=
O=C(NN=Cc1cccnc1)c1cc(-c2ccc(Cl)cc2)nc2ccccc12,FCC=CCC1CC1,O=C)NBr1Sc1[IH]cccnc[O-]1cc-c2c2cc))nc2ccccc11
CCCCC(=O)Nc1ccc(C(F)(F)F)c(-n2nc(CCCC)n(Cc3ccc(-c4ccccc4S(=O)(=O)NC(=O)OC(C)(C)C)cc3F)c2=O)c1,COC(=C)CON=C,=CCCCC(=O)Nc1ccc(C((F)(F)F)c(21nc(CCCC)n(Cc3cncc(-c1cnccccS=O(=O)NC(=O)OC(C)(#12=O)c1
O=C(CN1CCN(Cc2ccc3c(c2)OCO3)CC1)N1CCc2[nH]c3ccccc3c2C1,C=C1COC=C1C#N,O-=BrC(CN1CCN)oc2ccc3c(24OCO3)CC1(NCCc2p[nH]2c3pnIc2)C1
COc1cc(NC(=O)CSc2ccc(-c3sc(-c4ccccc4)nc3C)nn2)cc(OC)c1,CC(C=O)=C(F)CO,=(COc1cc(NC(=O)CSc2c2c(-c3nc(-cccccc5)ncC)nn2)cc6)OC)c
COc1ccc(-c2nc3ccc(NCc4cc(C(F)(F)F)cc(C(F)(F)F)c4)nc3n(CCNC(C)=O)c2=O)cc1.CC(C)(F)COC=O,CC(C)(F)COC=O,1ccc(-c2nc3c5c(44cc(C(F(F)F)cc)C(F)(F(FO=COCC(C)(C)F)c4)13SN6-[nH]5-nc3n(CCNC(C)=O)c[O-]1cC[SH][n+]3=#O)cc1
CN(Cc1ccccc1)c1nnnn1-c1cccc(Cl)c1Cl,OCC=NNCC#N,(cN#(2c2c#ccc12)1nnnn1cc1cccc(Cl)c1Cl
Cc1cccc2c1N(C(=O)CSc1ccc(Cl)cn1)CCC2,CC1CN=C(N1)C=O,Cc1cccc)2c21N)C(=Oc1c1cc(Cl(co1-(CCC
O=S(=O)(c1cccc(F)c1)N(Cc1ccc(F)c(F)c1)c1cc2ccccc2s1,CC(N)C(C)C#C,O=S(=o)(c1cccc(FBr41([IH]6[N-]I#PClB[N+]c(F)c(F(c)c1c2ccccc2c1(
O=C(NC1CCOC1)c1cc(NC(=O)c2cc(-c3ncccc3F)c(Cl)cc2Cl)n(-c2ccccc2)n1,CNC(C)C(C)NC,O=C()c1c(NC)=O)c23c(3ccccF)c(Cl)cc23Cl(n(212ccccc12)n1(
CC(=O)C1CCC2C3CC=C4CC(=O)CCC4(C)C3C(O)CC12C,CC=NNC(C)C#C,CC=O)C1CCC1C3CC=C4CC(=O)CCC4((C)C3CO#(CC1(
CC1C(=NC(=O)c2cc(-c3ccc(Cl)c(Cl)c3)on2)C(=O)N(c2ccccc2)N1C,Nc1[nH]cc(O)c1F,CC)1C)=NC((=O22cc(-c314ccc(Cl)cCl)c324(on2)2C(=O)N()nC
CN(C)C(=O)c1ccc(CN(C2CCCCNC2=O)S(=O)(=O)c2ccc(Cl)cc2)cc1.CC12CC(C1)C(=O)O2,CC12CC(C1)C(=O)O2,CN(C)C(=O)c2cc(CN(C2C2CCCNC=O)S(=O((=O)c2(2#[IH]=6[n+][n+]S6[O-][n+]342
CCCn1c(N2CCN(CC(=O)c3c(C)n(C)c4ccccc34)CC2)nc2c1c(=O)[nH]c(=O)n2C,CCC=C(F)C(C)O,CCCn3c11(2C2CN(CC(=O)c3c(C)n)C)4ccccc34)CC24c[O-]s3[N-])n2cc#(=)[nH]c(=O)n2C
CC(C)(C)c1ccc(C#Cc2cccc(-c3noc(O)n3)c2)cc1.CC(=C)C(O)C1CN1,CC(=C)C(O)C1CN1,CC((6C=C(C)(C)(C)c1c1cc(C#Cc2ccc((()CON1
COc1ccc(C2=NN(c3nc(C(=O)O)cs3)C(O)(C(F)(F)F)C2)c(OC)c1,CC1=COC2COC12,11cc)C2=N2N(c33s3c3(C((=O)O)cc)CO)(1(F)(F(F)C2)c(OC)c1
CC(C)(CN1C(=O)c2cccc3cccc(c23)C1=O)C[N+](C)(C)CCCCCC[N+](C)(C)CC(C)(C)CN1C(=O)c2cccc3cccc(c23)C1=O,CC(=O)NCC=NO,CC((C)(CN12C(=O)c2cccc3c3cc(c1)O21=O)C[N+](C)(C)C3CCC[N+](C)(C)CCC)(C#BrI6O)CN12(=O)c2cccc3ccc2(c23)C1=O
CCCCCN(C(=O)CN(C)Cc1ccc(OC)cc1OC)C1C(=N)N(CCCC)C(=O)NC1=O,OCC(CF)=CC#N,CCCCCN(C(=O)CN(C)Cc1ccc(OC)cc13C3)C131COnn[N+])2((=N)N(CCCC)C(=O)NC1-=O
Cn1ncc2cc(Nc3[nH]nc4cccnc34)ccc21,CC(C)NCCF,1(n142Occ#(Nc3[nH]nc12cccnc45cc21
Cc1ccc(-c2ccc(Cl)c(C(=O)NCC3(O)CCCC(C)(C)C3)c2)nc1,CC1CON=C1C=O,Cc1nc1cc(2c(=o)NC=C3(O)CCCC(C)C)C3)c2[N+]11p2[nH]n3(nc1
COc1cc(OC)cc(N(C(=O)Cc2cccs2)C(C(=O)NC2CCCC2)c2ccccc2C)c1,Cc1cc(C)n(N)c1,-COc1Icc(3C)ccn(N(C)#OCc2ccncs2)C(C)=O)C2CCCC2)c2ccccc2[nH]C(c1
O=C(Cc1ccc(Cc2ccccc2)cc1)OCC1CO1,C=CC1CC(C1)C=C,=O=C(Cc1cc(C2333ccc2cc1(1cC1CO1
CN1C(=S)NC(=O)C1=Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,CC(=C)n1cnnn1,CN11C(=S[nH])NcSC(=O[SH]cn#2[SH]S[n+]=)BCl(C(C))C)Cn)cO)c(C((C)C)C)c
CCC(COc1cccc(C(F)(F)F)c1)OC(=O)NCc1cccc(Cl)c1,FC1C=CC(=C)C=C1,CCC(131c33c1c)C(F)(F)F)c12()OC(=O)nCc1c[n+]ccc(Cl(c1
O=C(Nc1nc2ccccc2n1Cc1ccccc1)N(CCC(c1ccccc1)c1ccccc1)CCN1CCOCC1.CON=CNCC=C,CON=CNCC=C,C=CCNC-=NOCc12cccccn1n(((Cc11cccccc[N+]BPFIc=So[N+]C))[O-]-[N+]ccccc11)c1ccc1cn1)CCN1CCOcC1)n2
O=C(c1ccc(Cn2nnc3c(N4CCOCC4)nc(-c4cccc(O)c4)nc32)cc1)N1CCN(c2ccccc2)CC1,FC1CNCC1C#N,O=C(2cc(Cn2nnc343c(N4CCOCC4)Nnc(-c4cccc(=N)(O)c4)4nc2([n+][nH]s#Ic-n[nH][O-]s5[SH]Cl(#P)cc1)N1CCN(2ccccc2)CCCl1SO1
Cc1nc2nc(C)c(CCC(=O)NCc3ccc4c(c3)OCO4)c(C)n2n1,COCC=CC#N,Cc1N1c2nc(C)c)(CCC(=O)NCc3c3cc4c)c)OCOn(C))Cn2n2
CN1C(=O)c2c(nn(Cc3ccc(C4CCCN4)cc3)c2Nc2ccccc2)N2C1=NC1CCCC12,CNC1C(O)C1O,1C(((=O)c22cnnCccs[IH]pcI432sCN43)cc3)c2Nc2ccccc2N2C1=NC1CCCCS(s551S[nH]2=1p#12-
CC(=O)N1CCC(C(=O)N2CCC(c3ccc(C(OCc4ccccc4OC(F)(F)F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1,CNCC#CCF,CC(=O)N1CCC(C(43c3ccccc34OC(F)(F)F)(C)F)(F)F)C(F)(F)F)cc)(S(=O)(=O(c3cc(F)c3(C)CC3
O=C(Oc1cccnc1C(=O)Nc1nccs1)c1ccccc1F,CCC#CC=O,O3#C())c1232cc)ccc222F
O=C(OC12CN2CCC12CC2)n1c(=O)[nH]c2ccccc21.NCC=C1CCOC1,NCC=C1CCOC1,(C1c2cc33nccccc3n2)=O(OC23CN2CCC32C2C(C2
CNCC(Nc1ncnc2c1=CCCC=2C(N)=O)c1cccc(NC(=O)c2ccc(C(F)(F)F)cc2)c1,CC1CNC(C)C1=O,CNCC(1ncnnc21=CClC)C=2C(N)=O)c1cccc(NC(=O)c2c2cc(C(((F-F)F)cc)c1
CC1(C)CC(N)(C(=O)O)c2ccc(C(=O)O)cc2O1,FCCC1CN1C=N,CC32P(C)CC(n)(C(O)O)c22c2nn)=[n+]=PCl1=(
Cc1cc(NC(=O)CCl)sc1-c1nnc2n1N=C(c1cc(F)c(Cl)cc1Cl)C(=Cc1cccc([N+](=O)[O-])c1)S2,OC(=O)c1cnon1,Cc1cc(NC(=OCCl)sc1-c1n[nH](C)Nc1n1N=C(c1ncc)F(c(Cl)cc1Cl)C(34[IH][n+][N+]11N4c)Br631cccc([N+](=O)[O-])c1S
COc1cccc(CN2CCN(S(=O)(=O)c3ccc(NC(C)=O)cc3)CC2)c1OC,COC(C)OC=CF,44O1ccc-[O-]n4o1[N+]s1[n+]Fc(CN22CCN(S(=O)(=O)c3=[N-]3[SH])(C)=O)c3)CC2(c1OC)
CN(Cc1cc2ccccc2n1C)C(=O)C=Cc1cnc2c(c1)CNCC(=O)N2,C=CC=CCCC=O,#CBPpF)I65n4#N((156c2c2cccc2n1C)C(=O)C=Cc3cnc2ccn1)CNCC(=O)n2=
Nc1nc(NCC2CCCO2)nc(Nc2cccc(Cl)c2)c1[N+](=O)[O-],CC1OC=C(F)C1N,-Nc11ncNCCFCCCO2)nc-(Nn23cnnnccS(Cl)c32)c[N+](=O)[O-]
CC(C)CC(NC(=O)NC(CCCCNC(=O)OCc1ccccc1)C(=O)NO)C(=O)NO,CC(C)(N)C(N)=O,C1(C)CC((NC(=O)NC(CCCCN)=O)OCc1121ccccc[N-][n+]p1)C(-O)NO)Cp=O(NO
COc1ccc(C2=CC(c3ccc(OC)c(OC)c3)n3nnnc3N2)c(OC)c1,Cn1ncnnc1=N,Cc1cNcc1C1C(c(CpClcOC)c3)n3nnnc3N2)II[O-][SH]c((OC)c1
Cc1ccc(-c2ccc(C(=O)CC3(O)C(=O)NC(=O)NC3=O)cc2)cc1,CC1(C)OC(=O)C1F,Cc11cc)-c233ccc(C(=O(CC32(O)C(=O)NC(=o)NC[n+]=o(cc32)ccc1
O=C(CSc1nnc(-c2cccs2)n1-c1cccc(Cl)c1)c1cccc2c1OCCO2,O=CN1CCCC=C1,#O=C(CSc1nPsF[nH]2C2[nH][O-]5c2(n)Cl)cccCo2
N#Cc1c(Cl)cc(-c2cc3cc(C(=N)N)ccc3[nH]2)cc1Cl,OCC(F)C=CC=O,n=#cc1c(Cl)#cc)2cc32)c)cc23[nH][IH])cc1Cl
Cc1nc(N2CCN(CC(C)(C)C)CC2)nc2ccc(NC(=O)COc3ccc(Cl)cc3)cc12,CNN=CCCC#C,Cc1n1c((N2CCN=(CC(C)(C)CCC2(ncccc)NC(=-OCOc3c33cc((Cl)cc)cc22
CCCCN(Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1)c1ncnc2[nH]c(C)nc12,FC(=C)CC(=C)C#N,CCCCN(2ccc)-c2ccccc222-cnn[nH]n2)cI#c6sP12P[N+]6p[nH]cC)nc2
CC1=Nc2ccccc2C1=Cc1nc(-c2ccc(C)s2)oc1O,CCNN=CC(C)=C,Cn[O-]pc(=OF1p)ClS[n+]Fccc2C1C(1nc=2PCl-ccc(Cs2ocO
CN(C)S(=O)(=O)c1cccc(-c2nccnc2C2CN(c3ccc4ccccc4n3)C2)c1,NN=c1ocnn1N,)CS(=O)(=O)c32cccc(-c2nccnnc1C2cN(2ccc4c4ccc5c4)C2)c21
CN(C)CC1CN(S(=O)(=O)c2ccccc2)c2cc(-n3cnc4cc(-c5ccc(Cl)cc5)sc4c3=O)ccc2O1.CC1=CC=COC1=C,CC1=CC=COC1=C,C=CB12OC=CC=C213c12ccc)-3cnP=n#cS6)cc(Cl)cc5)sc4c3=O)cc2N)S(=O)(=O(c1ccccc1(CC(CN(C)C2
O=C(O)C1CCC(C(=O)C=CS)C1,CC(CF)=CCC#N,O(=C[n+]O(C12CCC(C)=O(C=CS(C222(
O=C(NCC1CNc2ccccc2C(c2ccccc2F)=N1)c1ccsc1,CC#CC(F)=C(F)F,C)((NCC3C2Nc22cccc2C(sBrccs
CCN1C(=O)c2cccc3c(S(=O)(=O)Nc4ccc(N=Nc5ccccc5)cc4)ccc1c23,CN(CC=NN)C=N,cCN1C(c54p[N+]ccc3cS(=o)((=ONc4ccc(=N=Nc5ccc(c5)cc4)cc1c23
CCc1nc(N)ccc1C#Cc1c(-c2ccc(C(=O)N3CCN(C)CC3)c(F)c2)ccnc1C,Cn1nnnc1CF,CCc1n1c(N)cccN1C#Cc1c1(-c2ccc(C(=O1N33CCNC(CC3)c((F)c2cncC
